,Names,Profile URLs
1715,Jaume Perello March,https://pureportal.coventry.ac.uk/en/persons/jaume-perello-march/publications/
1716,Daniel Perez Martin,https://pureportal.coventry.ac.uk/en/persons/daniel-perez-martin/publications/
1717,Simon Perkin,https://pureportal.coventry.ac.uk/en/persons/simon-perkin/publications/
1718,Carl Perrin,https://pureportal.coventry.ac.uk/en/persons/carl-perrin/publications/
1719,Simon Perveen,https://pureportal.coventry.ac.uk/en/persons/simon-perveen/publications/
1720,Kai Peters,https://pureportal.coventry.ac.uk/en/persons/kai-peters/publications/
1721,Pythagoras Petratos,https://pureportal.coventry.ac.uk/en/persons/pythagoras-petratos/publications/
1722,"Annie Pettifer, PhD",https://pureportal.coventry.ac.uk/en/persons/annie-pettifer/publications/
1723,Louisa Petts,https://pureportal.coventry.ac.uk/en/persons/louisa-petts/publications/
1724,Sally Pezaro,https://pureportal.coventry.ac.uk/en/persons/sally-pezaro/publications/
1725,Joanne Phelan,https://pureportal.coventry.ac.uk/en/persons/joanne-phelan/publications/
1726,Patricia Phillippy,https://pureportal.coventry.ac.uk/en/persons/patricia-phillippy/publications/
1727,Helen Pickard,https://pureportal.coventry.ac.uk/en/persons/helen-pickard-2/publications/
1728,James Pickering,https://pureportal.coventry.ac.uk/en/persons/james-pickering/publications/
1729,Daren Pickles,https://pureportal.coventry.ac.uk/en/persons/daren-pickles/publications/
1730,Mark Piekarz,https://pureportal.coventry.ac.uk/en/persons/mark-piekarz/publications/
1731,Giovanna Piga,https://pureportal.coventry.ac.uk/en/persons/giovanna-piga/publications/
1732,Andrew Pike,https://pureportal.coventry.ac.uk/en/persons/andrew-pike/publications/
1733,Katja Pilhuj,https://pureportal.coventry.ac.uk/en/persons/katja-pilhuj/publications/
1734,Michel Pimbert,https://pureportal.coventry.ac.uk/en/persons/michel-pimbert/publications/
1735,Ludovico Pipito,https://pureportal.coventry.ac.uk/en/persons/ludovico-pipito/publications/
1736,Cagatay Piskin,https://pureportal.coventry.ac.uk/en/persons/cagatay-piskin/publications/
1737,Darshi Piyathilake,https://pureportal.coventry.ac.uk/en/persons/darshi-piyathilake/publications/
1738,Thierry Platini,https://pureportal.coventry.ac.uk/en/persons/thierry-platini/publications/
1739,Tassos Plioutsias,https://pureportal.coventry.ac.uk/en/persons/tassos-plioutsias/publications/
1740,Cherniece Plume,https://pureportal.coventry.ac.uk/en/persons/cherniece-plume/publications/
1741,Rocco Porreca,https://pureportal.coventry.ac.uk/en/persons/rocco-porreca/publications/
1742,Izzy Porter,https://pureportal.coventry.ac.uk/en/persons/izzy-porter/publications/
1743,Joanne Porter,https://pureportal.coventry.ac.uk/en/persons/joanne-porter/publications/
1744,Rosa Rogers Postlethwaite,https://pureportal.coventry.ac.uk/en/persons/rosa-rogers-postlethwaite/publications/
1745,Ruth Postlethwaite,https://pureportal.coventry.ac.uk/en/persons/ruth-postlethwaite/publications/
1746,Alban Potherat,https://pureportal.coventry.ac.uk/en/persons/alban-potherat/publications/
1747,Lee Potiphar,https://pureportal.coventry.ac.uk/en/persons/lee-potiphar/publications/
1748,Heather Potton,https://pureportal.coventry.ac.uk/en/persons/heather-potton/publications/
1749,Azadeh Pourmalek,https://pureportal.coventry.ac.uk/en/persons/azadeh-pourmalek/publications/
1750,Andrew Powell,https://pureportal.coventry.ac.uk/en/persons/andrew-powell/publications/
1751,Graham Powell,https://pureportal.coventry.ac.uk/en/persons/graham-powell/publications/
1752,Richard James Powell,https://pureportal.coventry.ac.uk/en/persons/richard-james-powell/publications/
1753,Sofie Erin Power,https://pureportal.coventry.ac.uk/en/persons/sofie-erin-power/publications/
1754,"Stephen John Powley, MIET",https://pureportal.coventry.ac.uk/en/persons/stephen-john-powley/publications/
1755,Agimol Pradeep,https://pureportal.coventry.ac.uk/en/persons/agimol-pradeep/publications/
1756,Brian Price,https://pureportal.coventry.ac.uk/en/persons/brian-price/publications/
1757,Charlotte Price,https://pureportal.coventry.ac.uk/en/persons/charlotte-price/publications/
1758,Mike Price,https://pureportal.coventry.ac.uk/en/persons/mike-price/publications/
1759,Janis Priede,https://pureportal.coventry.ac.uk/en/persons/janis-priede/publications/
1760,Chris Pringle,https://pureportal.coventry.ac.uk/en/persons/chris-pringle/publications/
1761,Mikayla Profe-Fuchsloch,https://pureportal.coventry.ac.uk/en/persons/mikayla-profe-fuchsloch/publications/
1762,Bogdan Profir,https://pureportal.coventry.ac.uk/en/persons/bogdan-profir/publications/
1763,Sara Prot,https://pureportal.coventry.ac.uk/en/persons/sara-prot/publications/
1764,Maxine Pryce-Miller,https://pureportal.coventry.ac.uk/en/persons/maxine-pryce-miller/publications/
1765,Maria Psimopoulou,https://pureportal.coventry.ac.uk/en/persons/maria-psimopoulou/publications/
1766,Andrea Puerta,https://pureportal.coventry.ac.uk/en/persons/andrea-puerta/publications/
1767,Elmar Puntaier,https://pureportal.coventry.ac.uk/en/persons/elmar-puntaier/publications/
1768,Kate Quantrell,https://pureportal.coventry.ac.uk/en/persons/kate-quantrell/publications/
1769,Lee Quinn,https://pureportal.coventry.ac.uk/en/persons/lee-quinn/publications/
1770,Tara Marion Quinn,https://pureportal.coventry.ac.uk/en/persons/tara-marion-quinn/publications/
1771,Matt Qvortrup,https://pureportal.coventry.ac.uk/en/persons/matt-qvortrup/publications/
1772,Constantin-Lucian Radu,https://pureportal.coventry.ac.uk/en/persons/constantin-lucian-radu/publications/
1773,Sahar Rahbar,https://pureportal.coventry.ac.uk/en/persons/sahar-rahbar/publications/
1774,Mushidur Rahman,https://pureportal.coventry.ac.uk/en/persons/mushidur-rahman/publications/
1775,Was Rahman,https://pureportal.coventry.ac.uk/en/persons/was-rahman/publications/
1776,Hafiz Rahmani Rahmani,https://pureportal.coventry.ac.uk/en/persons/hafiz-rahmani-rahmani/publications/
1777,Rishav Raj,https://pureportal.coventry.ac.uk/en/persons/rishav-raj/publications/
1778,Raja Mazuir Raja Ahsan Shah,https://pureportal.coventry.ac.uk/en/persons/raja-mazuir-raja-ahsan-shah/publications/
1779,Felix Udhayaraj Rajamanickam,https://pureportal.coventry.ac.uk/en/persons/felix-udhayaraj-rajamanickam/publications/
1780,Priya Rajasekar,https://pureportal.coventry.ac.uk/en/persons/priya-rajasekar-3/publications/
1781,Sujan Rajbhandari,https://pureportal.coventry.ac.uk/en/persons/sujan-rajbhandari/publications/
1782,Brinder Rajpal,https://pureportal.coventry.ac.uk/en/persons/brinder-rajpal/publications/
1783,Daizy Rajput,https://pureportal.coventry.ac.uk/en/persons/daizy-rajput/publications/
1784,Stuart Raleigh,https://pureportal.coventry.ac.uk/en/persons/stuart-raleigh/publications/
1785,Evgenia Ralli,https://pureportal.coventry.ac.uk/en/persons/evgenia-ralli/publications/
1786,Senthilnathan Ramakrishnan,https://pureportal.coventry.ac.uk/en/persons/senthilnathan-ramakrishnan/publications/
1787,Julio Ramirez Negrete,https://pureportal.coventry.ac.uk/en/persons/julio-ramirez-negrete/publications/
1788,Amanda R A Adegboye,https://pureportal.coventry.ac.uk/en/persons/amanda-r-a-adegboye/publications/
1789,David Ramscar,https://pureportal.coventry.ac.uk/en/persons/david-ramscar/publications/
1790,Jennie Randall,https://pureportal.coventry.ac.uk/en/persons/jennie-randall/publications/
1791,Elliot Randle,https://pureportal.coventry.ac.uk/en/persons/elliot-randle/publications/
1792,Daniel Range,https://pureportal.coventry.ac.uk/en/persons/daniel-range/publications/
1793,Becky Ransley,https://pureportal.coventry.ac.uk/en/persons/becky-ransley/publications/
1794,Shahryar Rashidi,https://pureportal.coventry.ac.uk/en/persons/shahryar-rashidi/publications/
1795,Jenny Ratcliffe,https://pureportal.coventry.ac.uk/en/persons/jenny-ratcliffe/publications/
1796,Steve Raven,https://pureportal.coventry.ac.uk/en/persons/steve-raven/publications/
1797,Tharun Ravula,https://pureportal.coventry.ac.uk/en/persons/tharun-ravula/publications/
1798,Arundhati Ray,https://pureportal.coventry.ac.uk/en/persons/arundhati-ray/publications/
1799,Daniel Ray,https://pureportal.coventry.ac.uk/en/persons/daniel-ray/publications/
1800,Quintin George Rayer,https://pureportal.coventry.ac.uk/en/persons/quintin-george-rayer/publications/
1801,Francis Rayns,https://pureportal.coventry.ac.uk/en/persons/francis-rayns/publications/
1802,Omid Razmkhah,https://pureportal.coventry.ac.uk/en/persons/omid-razmkhah/publications/
1803,Matt Read,https://pureportal.coventry.ac.uk/en/persons/matt-read/publications/
1804,Joshua Rees,https://pureportal.coventry.ac.uk/en/persons/joshua-rees/publications/
1805,Tracey Reeves,https://pureportal.coventry.ac.uk/en/persons/tracey-reeves/publications/
1806,Tracey Rehling,https://pureportal.coventry.ac.uk/en/persons/tracey-rehling/publications/
1807,Harriet Mary Cho Yee Rehmert,https://pureportal.coventry.ac.uk/en/persons/harriet-rehmert/publications/
1808,Darren Reid,https://pureportal.coventry.ac.uk/en/persons/darren-reid/publications/
1809,Anne Reiman,https://pureportal.coventry.ac.uk/en/persons/anne-reiman/publications/
1810,Tongfei Ren,https://pureportal.coventry.ac.uk/en/persons/tongfei-ren/publications/
1811,"Derek Renshaw, Academic Director",https://pureportal.coventry.ac.uk/en/persons/derek-renshaw/publications/
1812,Carolyn Retmanski,https://pureportal.coventry.ac.uk/en/persons/carolyn-retmanski/publications/
1813,Nathaniel Revell,https://pureportal.coventry.ac.uk/en/persons/nathaniel-revell/publications/
1814,Christopher Reynolds,https://pureportal.coventry.ac.uk/en/persons/christopher-reynolds/publications/
1815,Charis Rice,https://pureportal.coventry.ac.uk/en/persons/charis-rice/publications/
1816,Alan Richards,https://pureportal.coventry.ac.uk/en/persons/his-lordship-richards/publications/
1817,Bryn Geoffrey Roddick Richards,https://pureportal.coventry.ac.uk/en/persons/bryn-geoffrey-roddick-richards/publications/
1818,Beth Richards-Bray,https://pureportal.coventry.ac.uk/en/persons/beth-richards-bray/publications/
1819,Alison Rigg,https://pureportal.coventry.ac.uk/en/persons/alison-rigg/publications/
1820,Ajay Rijal,https://pureportal.coventry.ac.uk/en/persons/ajay-rijal/publications/
1821,Daniel Thomas Rink,https://pureportal.coventry.ac.uk/en/persons/daniel-thomas-rink/publications/
1822,Victoria Rios Castano,https://pureportal.coventry.ac.uk/en/persons/victoria-rios-castano/publications/
1823,Carolina Rito,https://pureportal.coventry.ac.uk/en/persons/carolina-rito/publications/
1824,Lubna Rizvi,https://pureportal.coventry.ac.uk/en/persons/lubna-rizvi/publications/
1825,Giorgia Rizzioli,https://pureportal.coventry.ac.uk/en/persons/giorgia-rizzioli/publications/
1826,Caleb Robert,https://pureportal.coventry.ac.uk/en/persons/caleb-robert/publications/
1827,Alexander Roberts,https://pureportal.coventry.ac.uk/en/persons/alexander-roberts/publications/
1828,Annabel Roberts,https://pureportal.coventry.ac.uk/en/persons/annabel-roberts/publications/
1829,Dave Roberts,https://pureportal.coventry.ac.uk/en/persons/dave-roberts/publications/
1830,Clarissa Jane Robertson,https://pureportal.coventry.ac.uk/en/persons/clarissa-jane-robertson/publications/
1831,Matthew Robertson,https://pureportal.coventry.ac.uk/en/persons/matthew-robertson/publications/
1832,Julian Robinson,https://pureportal.coventry.ac.uk/en/persons/julian-robinson-2/publications/
1833,Helen Roby,https://pureportal.coventry.ac.uk/en/persons/helen-roby/publications/
1834,Laura Roden,https://pureportal.coventry.ac.uk/en/persons/laura-roden/publications/
1835,Diana Rodriguez Cala,https://pureportal.coventry.ac.uk/en/persons/diana-rodriguez-cala/publications/
1836,Philip Roe,https://pureportal.coventry.ac.uk/en/persons/philip-roe/publications/
1837,Sarah Roe,https://pureportal.coventry.ac.uk/en/persons/sarah-roe/publications/
1838,Annette Roebuck,https://pureportal.coventry.ac.uk/en/persons/annette-roebuck/publications/
1839,Felix Roesch,https://pureportal.coventry.ac.uk/en/persons/felix-roesch/publications/
1840,Laura Rogers,https://pureportal.coventry.ac.uk/en/persons/laura-rogers/publications/
1841,Louise Rogers,https://pureportal.coventry.ac.uk/en/persons/louise-rogers/publications/
1842,Tom Rogers,https://pureportal.coventry.ac.uk/en/persons/tom-rogers/publications/
1843,Mandy Rogerson,https://pureportal.coventry.ac.uk/en/persons/mandy-rogerson/publications/
1844,Dede Rohaniawati,https://pureportal.coventry.ac.uk/en/persons/dede-rohaniawati/publications/
1845,Nikitha Rohith,https://pureportal.coventry.ac.uk/en/persons/nikitha-rohith/publications/
1846,Jess Rollason,https://pureportal.coventry.ac.uk/en/persons/jess-rollason/publications/
1847,Jose Romera Garcia,https://pureportal.coventry.ac.uk/en/persons/jose-romera-garcia/publications/
1848,Karen Roscoe,https://pureportal.coventry.ac.uk/en/persons/karen-roscoe/publications/
1849,Christine Rospopa,https://pureportal.coventry.ac.uk/en/persons/christine-rospopa/publications/
1850,Chris Ross,https://pureportal.coventry.ac.uk/en/persons/chris-ross/publications/
1851,Claire Rossi,https://pureportal.coventry.ac.uk/en/persons/claire-rossi-2/publications/
1852,. Rosyidah,https://pureportal.coventry.ac.uk/en/persons/rosyidah-rosyidah/publications/
1853,Patricia Routh,https://pureportal.coventry.ac.uk/en/persons/patricia-routh/publications/
1854,Jim Rowley,https://pureportal.coventry.ac.uk/en/persons/jim-rowley/publications/
1855,Nikita Rowley,https://pureportal.coventry.ac.uk/en/persons/nikita-rowley/publications/
1856,Linda Roy,https://pureportal.coventry.ac.uk/en/persons/linda-roy/publications/
1857,Donna Royle,https://pureportal.coventry.ac.uk/en/persons/donna-royle/publications/
1858,Susan Royse,https://pureportal.coventry.ac.uk/en/persons/susan-royse/publications/
1859,Matteo Rubinato,https://pureportal.coventry.ac.uk/en/persons/matteo-rubinato/publications/
1860,Anita Ruddle,https://pureportal.coventry.ac.uk/en/persons/anita-santo/publications/
1861,Luda Ruddock,https://pureportal.coventry.ac.uk/en/persons/luda-ruddock/publications/
1862,Sergio Ruiz Cayuela,https://pureportal.coventry.ac.uk/en/persons/sergio-ruiz-cayuela/publications/
1863,Roxana Maria Rujan,https://pureportal.coventry.ac.uk/en/persons/roxana-maria-rujan/publications/
1864,Paul Ruscanu,https://pureportal.coventry.ac.uk/en/persons/paul-cosmin-ruscani/publications/
1865,Sean Russell,https://pureportal.coventry.ac.uk/en/persons/sean-russell/publications/
1866,Sophie Russell,https://pureportal.coventry.ac.uk/en/persons/sophie-russell/publications/
1867,Andi Musafir Rusyaidi,https://pureportal.coventry.ac.uk/en/persons/andi-musafir-rusyaidi/publications/
1868,Monika Rybacka-Brooke,https://pureportal.coventry.ac.uk/en/persons/monika-rybacka-brooke/publications/
1869,Adam Ryder,https://pureportal.coventry.ac.uk/en/persons/adam-ryder/publications/
1870,Rebecca Ryder-Caddy,https://pureportal.coventry.ac.uk/en/persons/rebecca-ryder-caddy-4/publications/
1871,Heidi Saarinen,https://pureportal.coventry.ac.uk/en/persons/heidi-saarinen/publications/
1872,Davood Sabaei,https://pureportal.coventry.ac.uk/en/persons/davood-sabaei/publications/
1873,Giedre Sabaliauskaite,https://pureportal.coventry.ac.uk/en/persons/giedre-sabaliauskaite/publications/
1874,Heba Sabboubeh,https://pureportal.coventry.ac.uk/en/persons/heba-sabboubeh/publications/
1875,Luca Sabia,https://pureportal.coventry.ac.uk/en/persons/luca-sabia/publications/
1876,Amirhossein Sadeghian,https://pureportal.coventry.ac.uk/en/persons/amirhossein-sadeghian/publications/
1877,AmirHosein Sadeghimanesh Sadeghi Manesh,https://pureportal.coventry.ac.uk/en/persons/amirhosein-sadeghimanesh-sadeghi-manesh/publications/
1878,Yashar Sadigh,https://pureportal.coventry.ac.uk/en/persons/yashar-sadigh-mohammadzadeh-sadigh/publications/
1879,Ania Sadkowska,https://pureportal.coventry.ac.uk/en/persons/ania-sadkowska/publications/
1880,Graham Sadler,https://pureportal.coventry.ac.uk/en/persons/graham-sadler/publications/
1881,Hassan Sadozai,https://pureportal.coventry.ac.uk/en/persons/hassan-sadozai/publications/
1882,Razieh Sadraei,https://pureportal.coventry.ac.uk/en/persons/razieh-sadraei/publications/
1883,Hossein Sadri,https://pureportal.coventry.ac.uk/en/persons/hossein-sadri/publications/
1884,Aram Saeed,https://pureportal.coventry.ac.uk/en/persons/aram-saeed/publications/
1885,Umer Saeed,https://pureportal.coventry.ac.uk/en/persons/umer-saeed/publications/
1886,Ali Saeibehrouzi,https://pureportal.coventry.ac.uk/en/persons/ali-saeibehrouzi/publications/
1887,Neshat Safari,https://pureportal.coventry.ac.uk/en/persons/neshat-safari/publications/
1888,Chitta Saha,https://pureportal.coventry.ac.uk/en/persons/chitta-saha/publications/
1889,Rhitankar Saha Roy,https://pureportal.coventry.ac.uk/en/persons/rhitankar-saha-roy/publications/
1890,Ali Jawad Sahib Sahib,https://pureportal.coventry.ac.uk/en/persons/ali-jawad-sahib-sahib/publications/
1891,Messaoud Saidani,https://pureportal.coventry.ac.uk/en/persons/messaoud-saidani/publications/
1892,Mojtaba Sajadi,https://pureportal.coventry.ac.uk/en/persons/mojtaba-sajadi/publications/
1893,Seyed Mohamad Javad Sajjadi Shourije,https://pureportal.coventry.ac.uk/en/persons/seyed-mohamad-javad-sajjadi-shourije/publications/
1894,Ahmed Saleh,https://pureportal.coventry.ac.uk/en/persons/ahmed-saleh/publications/
1895,Paul Salisbury,https://pureportal.coventry.ac.uk/en/persons/paul-salisbury/publications/
1896,Poppy Sall,https://pureportal.coventry.ac.uk/en/persons/poppy-sall/publications/
1897,Naveed Salman,https://pureportal.coventry.ac.uk/en/persons/naveed-salman/publications/
1898,Chris Salt,https://pureportal.coventry.ac.uk/en/persons/chris-salt/publications/
1899,Tej Samani,https://pureportal.coventry.ac.uk/en/persons/tej-samani/publications/
1900,Juliana Frances Samson,https://pureportal.coventry.ac.uk/en/persons/juliana-frances-samson/publications/
1901,Callum Samuels,https://pureportal.coventry.ac.uk/en/persons/callum-samuels/publications/
1902,George Samways,https://pureportal.coventry.ac.uk/en/persons/george-samways/publications/
1903,Jane Sanderson,https://pureportal.coventry.ac.uk/en/persons/jane-sanderson/publications/
1904,Hardip Sandhu,https://pureportal.coventry.ac.uk/en/persons/hardip-sandhu/publications/
1905,Kindy Sandhu,https://pureportal.coventry.ac.uk/en/persons/kindy-sandhu/publications/
1906,Andrei Sandu,https://pureportal.coventry.ac.uk/en/persons/andrei-sandu/publications/
1907,Elly Sanga,https://pureportal.coventry.ac.uk/en/persons/elly-sanga/publications/
1908,Khadidjatou Yassine Sangare,https://pureportal.coventry.ac.uk/en/persons/khadidjatou-yassine-sangare-2/publications/
1909,Daniel Santamaria,https://pureportal.coventry.ac.uk/en/persons/daniel-santamaria/publications/
1910,Nikhil Sapre,https://pureportal.coventry.ac.uk/en/persons/nikhil-sapre/publications/
1911,Sara Sardari,https://pureportal.coventry.ac.uk/en/persons/sara-sardari/publications/
1912,Sri Padma Sari,https://pureportal.coventry.ac.uk/en/persons/sri-padma-sari/publications/
1913,Riddhi Sarkar,https://pureportal.coventry.ac.uk/en/persons/riddhi-sarkar-2/publications/
1914,Samer Sarsam,https://pureportal.coventry.ac.uk/en/persons/samer-sarsam/publications/
1915,Danial Sarwar,https://pureportal.coventry.ac.uk/en/persons/danial-sarwar/publications/
1916,Shahzad Sarwar,https://pureportal.coventry.ac.uk/en/persons/shahzad-sarwar/publications/
1917,Saud Sattar,https://pureportal.coventry.ac.uk/en/persons/saud-sattar/publications/
1918,"Sukanlaya Sawang, SFHEA",https://pureportal.coventry.ac.uk/en/persons/sukanlaya-sawang/publications/
1919,Laura Sawyer,https://pureportal.coventry.ac.uk/en/persons/laura-sawyer/publications/
1920,Lopamudra Saxena,https://pureportal.coventry.ac.uk/en/persons/lopamudra-saxena/publications/
1921,Ulrich Schmutz,https://pureportal.coventry.ac.uk/en/persons/ulrich-schmutz/publications/
1922,Victoria Schoen,https://pureportal.coventry.ac.uk/en/persons/victoria-schoen/publications/
1923,Clare Schofield,https://pureportal.coventry.ac.uk/en/persons/clare-schofield/publications/
1924,Eva Schultz,https://pureportal.coventry.ac.uk/en/persons/eva-schultz/publications/
1925,Ryan Scoats,https://pureportal.coventry.ac.uk/en/persons/ryan-scoats/publications/
1926,Jim Scopes,https://pureportal.coventry.ac.uk/en/persons/jim-scopes/publications/
1927,Campbell Scott,https://pureportal.coventry.ac.uk/en/persons/campbell-scott/publications/
1928,Michelle Scott,https://pureportal.coventry.ac.uk/en/persons/michelle-scott/publications/
1929,Steve Scott,https://pureportal.coventry.ac.uk/en/persons/steve-scott/publications/
1930,Hayley Scutts,https://pureportal.coventry.ac.uk/en/persons/hayley-scutts/publications/
1931,Paul Sealey,https://pureportal.coventry.ac.uk/en/persons/paul-sealey/publications/
1932,Heather Sears,https://pureportal.coventry.ac.uk/en/persons/heather-sears/publications/
1933,Avidesh Seenath,https://pureportal.coventry.ac.uk/en/persons/avidesh-seenath/publications/
1934,Anne Segalini,https://pureportal.coventry.ac.uk/en/persons/anne-segalini/publications/
1935,Maninder Sehmi,https://pureportal.coventry.ac.uk/en/persons/maninder-sehmi/publications/
1936,Harjit Sekhon,https://pureportal.coventry.ac.uk/en/persons/harjit-sekhon/publications/
1937,Patricia Sellick,https://pureportal.coventry.ac.uk/en/persons/patricia-sellick/publications/
1938,Rahul Sen,https://pureportal.coventry.ac.uk/en/persons/rahul-sen/publications/
1939,Benoit Senaux,https://pureportal.coventry.ac.uk/en/persons/benoit-senaux/publications/
1940,Saunak Sengupta,https://pureportal.coventry.ac.uk/en/persons/saunak-sengupta/publications/
1941,Ezechiel Sentama,https://pureportal.coventry.ac.uk/en/persons/ezechiel-sentama/publications/
1942,Mohamed Sereez,https://pureportal.coventry.ac.uk/en/persons/mohamed-sereez/publications/
1943,Dimitris Serenis,https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis/publications/
1944,Sarah Serjeant,https://pureportal.coventry.ac.uk/en/persons/sarah-serjeant/publications/
1945,Estera Sevel,https://pureportal.coventry.ac.uk/en/persons/estera-sevel/publications/
1946,Louise Sewell,https://pureportal.coventry.ac.uk/en/persons/louise-sewall/publications/
1947,Maha Shabana,https://pureportal.coventry.ac.uk/en/persons/maha-shabana/publications/
1948,Ali Shafiq,https://pureportal.coventry.ac.uk/en/persons/ali-shafiq/publications/
1949,Huma Shah,https://pureportal.coventry.ac.uk/en/persons/huma-shah/publications/
1950,Nazaraf Shah,https://pureportal.coventry.ac.uk/en/persons/nazaraf-shah/publications/
1951,Pooja Shah,https://pureportal.coventry.ac.uk/en/persons/pooja-shah/publications/
1952,Rakeya Shah,https://pureportal.coventry.ac.uk/en/persons/rakeya-shah/publications/
1953,Syed Aziz Shah,https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah/publications/
1954,Ayesha Shahid,https://pureportal.coventry.ac.uk/en/persons/ayesha-shahid/publications/
1955,Hira Shahid,https://pureportal.coventry.ac.uk/en/persons/hira-shahid/publications/
1956,Sahar Shahid,https://pureportal.coventry.ac.uk/en/persons/sahar-shahid/publications/
1957,Mehran Shahriarifar,https://pureportal.coventry.ac.uk/en/persons/mehran-shahriarifar/publications/
1958,Faisal Shahzad,https://pureportal.coventry.ac.uk/en/persons/faisal-shahzad/publications/
1959,Abdul Qayyum Shaikh,https://pureportal.coventry.ac.uk/en/persons/abdul-qayyum-shaikh/publications/
1960,Khurram Shaikh,https://pureportal.coventry.ac.uk/en/persons/khurram-shaikh/publications/
1961,Siraj Shaikh,https://pureportal.coventry.ac.uk/en/persons/siraj-shaikh/publications/
1962,Shan Shan,https://pureportal.coventry.ac.uk/en/persons/shan-shan/publications/
1963,Phaedra Shanbaum,https://pureportal.coventry.ac.uk/en/persons/phaedra-shanbaum/publications/
1964,Saad Hassan Shangama,https://pureportal.coventry.ac.uk/en/persons/saad-hassan-shangama/publications/
1965,Jackie Shanley,https://pureportal.coventry.ac.uk/en/persons/jackie-shanley/publications/
1966,Chris Shannahan,https://pureportal.coventry.ac.uk/en/persons/chris-shannahan/publications/
1967,Seyed Shariatipour,https://pureportal.coventry.ac.uk/en/persons/seyed-shariati-pour/publications/
1968,Mohammad Zafir Sharif,https://pureportal.coventry.ac.uk/en/persons/mohammad-zafir-sharif/publications/
1969,Sara Sharifzadeh,https://pureportal.coventry.ac.uk/en/persons/sara-sharifzadeh/publications/
1970,Akin Sharimakin,https://pureportal.coventry.ac.uk/en/persons/akin-sharimakin/publications/
1971,Rohit Kumar Sharma,https://pureportal.coventry.ac.uk/en/persons/rohit-kumar-sharma/publications/
1972,Jonathan Shaw,https://pureportal.coventry.ac.uk/en/persons/jonathan-shaw/publications/
1973,Sharn Shelley,https://pureportal.coventry.ac.uk/en/persons/sharn-shelley/publications/
1974,Graham Shelton-Rayner,https://pureportal.coventry.ac.uk/en/persons/graham-shelton-rayner/publications/
1975,Simon Shepherd,https://pureportal.coventry.ac.uk/en/persons/simon-shepherd/publications/
1976,Emma Sheppard,https://pureportal.coventry.ac.uk/en/persons/emma-sheppard/publications/
1977,Riann Sherratt,https://pureportal.coventry.ac.uk/en/persons/riann-sherratt-3/publications/
1978,Abdussalam Shibani,https://pureportal.coventry.ac.uk/en/persons/abdussalam-shibani/publications/
1979,Tara Shields,https://pureportal.coventry.ac.uk/en/persons/tara-shields/publications/
1980,Marwah Amer Kadhim Shnaiter,https://pureportal.coventry.ac.uk/en/persons/marwah-amer-kadhim-shnaiter/publications/
1981,Megan Mc Conville Shone,https://pureportal.coventry.ac.uk/en/persons/megan-mc-conville-shone/publications/
1982,Ade Shonola,https://pureportal.coventry.ac.uk/en/persons/ade-shonola/publications/
1983,Stephen Shorthouse,https://pureportal.coventry.ac.uk/en/persons/stephen-shorthouse/publications/
1984,Vadhiraj Shrinivas,https://pureportal.coventry.ac.uk/en/persons/vadhiraj-shrinivas/publications/
1985,Saleh Shuqair,https://pureportal.coventry.ac.uk/en/persons/saleh-shuqair/publications/
1986,James Shuttleworth,https://pureportal.coventry.ac.uk/en/persons/james-shuttleworth/publications/
1987,Mahnaaz Siddiqui,https://pureportal.coventry.ac.uk/en/persons/mahnaaz-siddiqui/publications/
1988,Idris Sidique-Adair,https://pureportal.coventry.ac.uk/en/persons/idris-sidique-adair/publications/
1989,Randy Silvers,https://pureportal.coventry.ac.uk/en/persons/randy-silvers/publications/
1990,Raj Simak,https://pureportal.coventry.ac.uk/en/persons/raj-simak/publications/
1991,Tia Simanovic,https://pureportal.coventry.ac.uk/en/persons/tia-simanovic/publications/
1992,Iveta Simera,https://pureportal.coventry.ac.uk/en/persons/iveta-simera/publications/
1993,Lyndon Simkin,https://pureportal.coventry.ac.uk/en/persons/lyndon-simkin/publications/
1994,Alexander Simmonds,https://pureportal.coventry.ac.uk/en/persons/alexander-simmonds/publications/
1995,Judith Simmonds,https://pureportal.coventry.ac.uk/en/persons/judith-simmonds/publications/
1996,Mariana Simon,https://pureportal.coventry.ac.uk/en/persons/maria-simon/publications/
1997,Juliet Simpson,https://pureportal.coventry.ac.uk/en/persons/juliet-simpson/publications/
1998,Alison Sims,https://pureportal.coventry.ac.uk/en/persons/alison-sims/publications/
1999,David Sinclair,https://pureportal.coventry.ac.uk/en/persons/david-sinclair/publications/
2000,Safaa Sindi,https://pureportal.coventry.ac.uk/en/persons/safaa-sindi/publications/
2001,Chris Singer,https://pureportal.coventry.ac.uk/en/persons/chris-singer/publications/
2002,Akanksha Singh,https://pureportal.coventry.ac.uk/en/persons/akanksha-singh/publications/
2003,Bikramjeet Singh,https://pureportal.coventry.ac.uk/en/persons/bikramjeet-singh/publications/
2004,Gurnam Singh,https://pureportal.coventry.ac.uk/en/persons/gurnam-singh-2/publications/
2005,Jasber Singh,https://pureportal.coventry.ac.uk/en/persons/jasber-singh/publications/
2006,Kamalpreet Singh,https://pureportal.coventry.ac.uk/en/persons/kamalpreet-singh-3/publications/
2007,Kamalpreet Singh,https://pureportal.coventry.ac.uk/en/persons/kamalpreet-singh/publications/
